title,price,description,main_image,images,features
استپر موتور ایران کاربراتور مدل R658,1412500,,"https://dkstatics-public.digikala.com/digikala-products/ae4c55dc426f3eb9c16f03d45e5885a1fc2540e5_1701035517.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/5fa4aaa23527e9a3927a39018e964467999a6da5_1701035517.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/110358630.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/bb63505057062437d803e8ecd323aea2a523147f_1701035517.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/ae4c55dc426f3eb9c16f03d45e5885a1fc2540e5_1701035517.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 405 سمند سیتروئن زانتیا', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای واشر آب\u200cبندی', 'کشور سازنده': 'ایران'}"
استپر موتور  ایساکو کد 1010400699 مناسب برای پژو 405,349000,,"https://dkstatics-public.digikala.com/digikala-products/92dacfbf281dfa9e6ed571de2b34948a289f00c0_1693048901.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/c28c5ebbc353e5f9b80af99c5d191c46a3a2d04f_1693048898.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/10a916865e8b14ca71dc9430c7dc5d09d38aba87_1693048900.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/44b5d259c0197e9be46e87bdeb4cdf704b42896d_1693048903.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/92dacfbf281dfa9e6ed571de2b34948a289f00c0_1693048901.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 405', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال'}"
استپر موتور کد ME299,97860,,"https://dkstatics-public.digikala.com/digikala-products/c91754777dc821e5ecbe084c470fc2eabea9fe3b_1615783463.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/bed981f6b44aa90951a86633cde9e3ed832fae21_1615783415.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/e99f6515b896d2b226e4df655afbc159e30d2e7a_1615783412.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/075059ab81251ce31a2152428b57c075d08f1fa5_1615783414.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/c91754777dc821e5ecbe084c470fc2eabea9fe3b_1615783413.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/bf3bc72a5c777068f16ef0c720e19ed52802de36_1615783411.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 405 سمند رانا کیا ریو پراید تیبا تیبا 2 نیسان زامیاد دنا پلاس', 'تعداد در بسته\u200cبندی': '1', 'کشور سازنده': 'ایران'}"
استپر موتور خودرو کروز پلاس مدل TU5,800000,خریداران گرامی دقت بفرمایید از آنجاییکه نمونه تقلبی این کالا در بازار با قیمت بسیار کمتر موجود هست، کالای ارسالی حتما باید هر دو لیبل شرکت کروز پلاس ( هولوگرام هفت رنگ کروز پلاس و برچسب اطلاع رسانی اصالت کالای قابل استعلام پیامکی کروز پلاس ) واشر آب بندی سبز رنگ و دو پیچ اتصال را دارا باشد، همچنین پلاستیک وکیوم داخل جعبه باید نوشته کروز پلاس را به فارسی و انگلیسی داشته باشد، در غیر این صورت کالای ارسالی حتما تقلبی و با کیفیت پایین هست. این استپر مناسب برای تمامی خودروها با موتور TU5 ( پژو پارس، پژو 405 SLX، پژو 206، رانا) می‌باشد.,"https://dkstatics-public.digikala.com/digikala-products/81399d9ca3825fe10fca529bea257a37b4094678_1754043164.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/662aa1ecb5af8e05d8d744d3a5767d2946b699f9_1754043165.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/684a2f649d51e752089a3be03012bf8467d7550a_1754043233.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/d1de8e5c2189b97586260428b51410e343c1bf7e_1754043168.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/82deae0f5927f78258f6a1fc0a985de57b64601a_1754043174.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شماره فنی': 'CR39079601', 'مناسب برای خودرو': 'پژو 206 پژو پارس پژو 405 رانا', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال دارای واشر آب\u200cبندی'}"
استپر موتور مدل Nh132,64110,,"https://dkstatics-public.digikala.com/digikala-products/5ea9263d0a95cedfc344e844541d5df40b4c7a50_1620801142.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/bd1f0d645c65eb18f7de297a2181c772e5febaff_1620764379.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/d8ce3faa1540246fa61e95587368e845a06aead8_1620764366.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/5ea9263d0a95cedfc344e844541d5df40b4c7a50_1620801142.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شماره فنی': 'Nh 1', 'مناسب برای خودرو': 'تیبا 2 نیسان زامیاد سیتروئن زانتیا رنو L90 تیبا پراید کیا ریو رانا سمند پژو 405', 'تعداد در بسته\u200cبندی': '1', 'کشور سازنده': 'ایران', 'سایر توضیحات': 'قابل نصب بر روی تمامی خودروهای که دارای استپر است عدم نیاز به تمیز کاری و سرویس های دوره ای نصب و تنظیم بسیار آسان'}"
استپر موتور دینا پارت کد 02 مناسب برای خودرو پراید,713500,,"https://dkstatics-public.digikala.com/digikala-products/5183854.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/5183967.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/5201771.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/5183854.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید', 'تعداد در بسته\u200cبندی': '1', 'کشور سازنده': 'ایران'}"
استپر موتور ایرکا کد D00 مناسب برای پراید,1899000,گروه شرکت های ایرکا بعنوان یکی از بزرگترین تولید کنندگان و توزیع کنندگان انواع دریچه هوا ، واتر پمپ ،سنسور ، کاربراتور و همچنین اویل پمپ خودرو در ایران استاندارد ISO 10002، ISO 9001، ISO/TS 16949:2009 ، ISO 10004 و...، الزامات سیستم تضمین کیفیت ساپکو ، مگا موتور و الزامات سیستم مدیریت کیفیت شرکت رنو پارس را بعنوان الگویی برای تضمین کیفیت برگزیده است تا ضمن تامین رضایت مشتریان ،بقا و رشد مستمر شرکت را نیز تضمین نماید.,"https://dkstatics-public.digikala.com/digikala-products/2e9ae7efc15ecc6b009ec89b94ee44f2cc7a49fe_1653291266.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/7fda77d0564f499d7af46ad7de9f49a09ba31047_1653291261.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/64991ffb2e7db81ad4c8bbc04ad88ac7068beadf_1653291267.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال دارای واشر آب\u200cبندی', 'سایر توضیحات': 'شیرموتوری ایرکا مناسب پراید'}"
استپر موتور ایران کاربراتور کد 00603 مناسب برای پراید,680540,,"https://dkstatics-public.digikala.com/digikala-products/b23b972e17e7fb06daba5c566000633be16a2a08_1624112423.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/1f9016a0065d591cfd9b42815a3b84d7371a4b58_1624116441.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شماره فنی': '00603', 'مناسب برای خودرو': 'تیبا 2 پراید رانا', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال', 'کشور سازنده': 'ایران'}"
استپر موتور الدورا کد 87012200 مناسب برای پژو 405,510000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای پژو 405 (1800سی سی) می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/862b1d3ce2173e195b35ab7f2d08ee52357d72a5_1623747562.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/31d64253ac66bcf8f79ad88681e0841dd73a5e4a_1623747563.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/e9820eaa3f2be8811eaca3304eb7cb960bb072fc_1623747564.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/db674b4b0ffcb99195976bfea4779e832207bb8a_1623747564.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/2e0da4e341f5e38d7cc2618aaaebdd4adb87da81_1623747565.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623747566.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 405', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال', 'سایر توضیحات': 'مناسب برای پژو 405 (1800 سی سی) می باشد'}"
استپر موتور بوش کد 7701047909 مناسب برای پراید,412350,استپ موتور پراید یک قطعه مهم در سیستم انتقال نیروی خودرو پراید میباشد. که وظیفه اتصال و قطع انتقال نیرو بین موتور و گیربکس را دارد. هنگامی که راننده ترمز میکند یا خودرو در وضعیت توقف قرار میگیرد استپ موتور فعال میشود. و جلو گیری از انتقال نیرو به گیربکس را به موتور انجام میدهد . این عمل باعث جلوگیری از خاموش شدن موتوذ و افت کیفیت سیستم انتقال نیرو میشود,"https://dkstatics-public.digikala.com/digikala-products/7b54f7506140485c9542ec502c23bc7189ae0fa0_1726298798.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/c6b85d8e278743184a78474d57d45d8fda4ba43a_1726301018.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7b54f7506140485c9542ec502c23bc7189ae0fa0_1726298798.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال'}"
استپر موتور زیمنس مدل KA132131111 مناسب برای پراید,651120,استپر یکی از قطعات مهم در خودرو محسوب میشود. در طی سال های گذشته قطعات بی کیفتی وارد بازار ایران شدند، یکی از این قطعات استپر موتور میباشد که به شکل قطعات اصلی ولی بسیار بی کیف و پر از مشکل وارد بازار شدند. در خرید این قطعه باید بسیار توجه کرد چون اکثرا داری ضمانت نمی باشند و بار ها باید هزینه کنید تا به یک استپر سالم برسید که موتور خودرو به درستی کار کند.,"https://dkstatics-public.digikala.com/digikala-products/8787980678cd69c823cb906ef3a64583c06aacc0_1692105675.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/5cbc533852f373486d38dd062a2bef5c85bd91e5_1692105687.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/cb7d03a9acc725c1969622990195b7fd2969457e_1692105766.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8787980678cd69c823cb906ef3a64583c06aacc0_1692105675.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شناسه کالا': '2800003088955', 'شماره فنی': 'simens-412142', 'مناسب برای خودرو': 'پراید سایپا پراید 111 سایپا پراید 131 سایپا پراید 132 سایپا پراید 141 سایپا پراید 151 (وانت) تیبا تیبا 2 ساینا کوییک پراید X100 پراید صبا پراید نسیم', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1'}"
استپر موتور ایران کاربراتور مدل R154 مناسب برای پراید,726340,,"https://dkstatics-public.digikala.com/digikala-products/8c8285a9887ccc8df0a46a0209315226318d0a1c_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/110283408.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/01f01ba293903ee9e0b0a49adbe0059018d7311f_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8c8285a9887ccc8df0a46a0209315226318d0a1c_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای واشر آب\u200cبندی', 'کشور سازنده': 'ایران'}"
استپر موتور کروز پلاس کد CR 39075301 مناسب برای سمند EF7,780000,شرکت کروز به عنوان بزرگترین شرکت تولید کننده قطعات خودرو در کشور و تامین کننده اصلی خطوط تولید شرکت های ایران خودرو و سایپا (OEM)، به منظور خدمات رسانی بیشتر و رفع نیاز های مشتریان و مصرف کنندگان محترمی که به هر دلیل نیازمند قطعات تولیدی این شرکت میباشند اقدام به عرضه تولیدات خود به بازار را نموده است.آنچه که در تفکر مدیران ارشد این مجموعه در طول 35 سال فعالیت تولیدی افتخار آمیز در عرصه خودرو قرار داشته و دارد، کسب رضایتمندی هر چه بیشتر مشتریان عزیز از طریق ارایه محصولات با بهترین کیفیت و قیمت مناسب میباشد. استپر موتور کروز مناسب برای موتور EF7 و خودروهای 206 تیپ 5 و سمند سورن رانا که دارای موتورهای مذکور می باشد، است.,"https://dkstatics-public.digikala.com/digikala-products/2997cf86337d2742c73e4ab6ad6399404a512f8e_1689038155.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/d689f39cbfc4f8782d1b4af6d49b98f3fb67686c_1689038155.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3e27f7377f55003bf5c100d18e5f8ab5a78cde37_1689038173.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/2997cf86337d2742c73e4ab6ad6399404a512f8e_1689038155.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 206 سمند سمند سورن رانا رانا پلاس سمند سورن پلاس', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال دارای واشر آب\u200cبندی', 'کشور سازنده': 'ایران'}"
استپر موتور الدورا کد 87052200 مناسب برای پراید,430000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای انواع پراید می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/4449a26a5070bd2101799c1450e92411b57425d3_1623737971.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/83011d112e279e68b8a49afdb461ddbf0ff8a036_1623737971.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8a890ead4a8b64c55343703ffe60f8cb374f1170_1623737972.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7636cef1bd4f0634e39934bf928b1da0646c18a4_1623737972.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623737973.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال', 'سایر توضیحات': 'مناسب برای انواع پراید'}"
استپر موتور الدورا کد 87092201 مناسب برای رنو L90,600000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای رنو L90 (بهمراه پوسته) می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/2ef9d1e177515e24e5f6c3f541c909cefc6b09f9_1624100801.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/4c0ccb0c102c7cec6861a30bf9910cfd8127d9d1_1624100800.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/b5f4377c4aa4b5f3f014defdb2832c3b55baa3b5_1624100802.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1624100803.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/2ef9d1e177515e24e5f6c3f541c909cefc6b09f9_1624100801.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'رنو L90', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال', 'سایر توضیحات': 'استپر موتور رنو L90 بهمراه پوسته می باشد که مناسب برای خودرو رنو L90 است'}"
استپر موتور الدورا کد 87062200 مناسب برای نیسان وانت Z24,510000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استوپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای وانت نیسان Z24 می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/850d4411279aa2baebafa0cca0ba7afa8e68adfe_1623749302.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/d44ed53bbf236f790845bf717d1ee15ed6641c7a_1623749303.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/19fce784773b14f8c9b5973847de3781ac7d4e68_1623749304.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7e5ae93d41966b97957c9752945bd6e1c29bddac_1623749304.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623749305.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'نیسان زامیاد سمند', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای پیچ اتصال', 'سایر توضیحات': 'مناسب برای نیسان وانت Z24 و سمند EF7 می باشد'}"
استپر موتور زیمنس مدل 1910mm مناسب برای پراید,639360,استپر که تعمیر کاران به آن استاپ موتور و استپ موتور هم می گویند برای کنترل دور آرام موتور خودرو مورد استفاده قرار می گیرد. مسیر هوای موتور دارای یک دریچه پروانه ای است که بوسیله یک کابل و فنر باز و بست می شود که با کابل باز می شود و با فنر بسته می شود. این دریچه پروانه ای با محور خود به مقاومتی متغییر و یک سوئیچ متصل است که بوسیله این مقاومت متغییر موقعیت دریچه هوا به ECU ارسال می گردد. وقتی که پدال گاز را رها می کنید این دریچه بسته می شود و سوئیچ هم عمل می کند و به ECU اطلاع می دهد که دریچه بسته است و هوای مورد نیاز باید از طریق مسیری موازی تامین می شود که این مسیر را استپر کنترل می کند. این همان مسیری است که هوای موتور خودرو را در دور در جا یا دور آرام تامین می کند.,"https://dkstatics-public.digikala.com/digikala-products/931740526f50e85efe358d6c15bd31ef6f421b98_1639898811.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/e2616920ab33ec9ccacaab894ca66eff327fabaf_1639898853.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پراید سایپا پراید 111 سایپا پراید 131 سایپا پراید 132 سایپا پراید 141 سایپا پراید 151 (وانت) پراید X100 پراید صبا پراید نسیم', 'نوع خودرو': 'سواری', 'تعداد در بسته\u200cبندی': '1', 'ویژگی\u200cهای استپر موتور و پتانسیومتر': 'دارای واشر آب\u200cبندی', 'کشور سازنده': 'چین'}"
