title,price,description,main_image,images,features
وایر شمع تقویتی دنسو مدل ۸ میل کد XU7.XU7P.XUM مناسب برای پژو ۴۰۵ پارس ، سمند آریسان ۲ بسته ۴ عددی,275730,,"https://dkstatics-public.digikala.com/digikala-products/4fd2e92a031f6cc968c3f0a0e8291fc67d6bb1d0_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/a1d81215d004e7ce55f79dccca757d7bd6b27ba8_1755770823.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/d19702fa709953c50b7be28878074012e8b9d658_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/f25a5ead1ad9129051e984a4b871fc79b7572d53_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'بنزینی دوگانه سوز', 'ولتاژ دستگاه': '۱۲', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'پژو 405 پژو پارس سمند سمند LX سمند سورن سمند سورن پلاس وانت آریسان 2', 'توضیحات مدل خودرو': 'مناسب برای انواع خودرو با موتورهای XU7 , XU7P و XUM مانند پژو ۴۰۵ ، پارس ، سمند ، سمند سورن ، سمند سورن پلاس ، وانت آریسان ۲'}"
وایر شمع تقویتی خودرو ان جی کی کد 402 مناسب برای شاهین بسته 4 عددی,339320,,"https://dkstatics-public.digikala.com/digikala-products/5370827d34feae2a9c5cfffe5118b31972e87d4e_1702885724.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/e34618b915f36802217e07e329b512aaa8ae0d68_1702885721.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/5370827d34feae2a9c5cfffe5118b31972e87d4e_1702885724.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'بنزینی', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'شاهین', 'سیستم برقی خودرو': 'مشترک', 'تعداد در بسته\u200cبندی': '4'}"
وایر شمع تقویتی دنسو مدل ۸ میل کد XU7.XU7P.XUM مناسب برای پژو ۴۰۵ پارس ، سمند آریسان ۲ بسته ۴ عددی,275730,,"https://dkstatics-public.digikala.com/digikala-products/4fd2e92a031f6cc968c3f0a0e8291fc67d6bb1d0_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/a1d81215d004e7ce55f79dccca757d7bd6b27ba8_1755770823.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/d19702fa709953c50b7be28878074012e8b9d658_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/f25a5ead1ad9129051e984a4b871fc79b7572d53_1755770830.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'بنزینی دوگانه سوز', 'ولتاژ دستگاه': '۱۲', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'پژو 405 پژو پارس سمند سمند LX سمند سورن سمند سورن پلاس وانت آریسان 2', 'توضیحات مدل خودرو': 'مناسب برای انواع خودرو با موتورهای XU7 , XU7P و XUM مانند پژو ۴۰۵ ، پارس ، سمند ، سمند سورن ، سمند سورن پلاس ، وانت آریسان ۲'}"
وایر شمع تقویتی ماتیاس کد 2564 مناسب برای آردی بسته 4 عددی,554000,بهبود عملکرد و کارایی موتور وايرشمع تقويتي برای خودروی آردی یکی از اقدامات مهم برای بهبود عملکرد و کارایی موتور این خودروهاست. این وايرها با بهبود احتراق و بهبود کارایی سوخت، عملکرد موتور را بهبود می‌بخشند و توان و قدرت خودرو را افزایش می‌دهند. استفاده از وايرهای تقويتي برای خودروی آردی به شما امکان می‌دهد تا عملکرد بهتری از خودرو خودتان به دست آورید. این وايرها با افزایش توان موتور و بهبود کارایی احتراق، به شما تجربه رانندگیی دلپذیر و لذت‌بخش را ارائه می‌دهند. با استفاده از وايرشمع تقويتي برای خودروی آردی ، می‌توانید از کارایی بهتر و عملکرد بهتری از موتور خودرو خود لذت ببرید. این وايرها با بهبود عملکرد احتراق و کاهش مصرف سوخت، به شما تجربه رانندگیی اقتصادی و موثر را ارائه می‌دهند. همچنین، با استفاده از وايرشمع تقويتي برای خودروی آردی ، می‌توانید عملکرد و پایداری موتور خودروتان را بهبود بخشید. این وايرها با بهبود توان و عملکرد موتور، به شما رانندگی ایمن و لذت‌بخش را ارائه می‌دهند. با استفاده از وايرشمع تقويتي برای خودروی آردی ، می‌توانید تجربه رانندگیی متفاوت و لذت‌بخشی را تجربه کنید. این وايرها با بهبود عملکرد موتور، به شما امکان می‌دهند تا لذت بیشتری از رانندگی با خودرو خودتان ببرید.,"https://dkstatics-public.digikala.com/digikala-products/b5aa5d0321518046938f86758f928f4bd5ec0ca5_1738581126.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/954c8f6de20816d5bfdb8c475e7a6ee71860a90d_1738581118.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3c155f60be3d9ae1c7cdac9cd7500221c87f05d2_1738581126.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'دوگانه سوز بنزینی', 'شماره فنی': '2564', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'آر دی', 'سیستم برقی خودرو': 'مشترک'}"
وایر شمع دنسو مدل تقویتی مناسب برای ساینا بسته 4 عددی,279820,وایر دنسو در ایران دارای سابقه فروش می باشد و رضایت بالایی از کیفیت آن ها وجود دارد. این وایر شمع ها تولید شده در ایران تحت لیسانس دنسو ژاپن بوده و دارای کیفیت ساخت بسیار بالایی می باشد. تکنولوژی بالای به کار رفته در این وایر شمع ها باعث می شود که مناسب ترین ولتاژ به شمع ها برسد و عمل احتراق به خوبی انجام شود که این امر سبب بهبود عملکرد خودرو، کاهش مصرف سوخت، فشار کمتر به موتور ماشین و افزایش طول عمر شمع ها می شود.همچنین با کابل تقویتی و سری های برنجی عملکرد و توان مطلوبی به موتور میرساند .,"https://dkstatics-public.digikala.com/digikala-products/4d4329884c16ddc933d8af87bf82ba16ac5cfb65_1730014864.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/9a01fdbb3f448d51635b4b34a6b638e4410b05b1_1730014867.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/03b687733481ce2c30263972851cc316c508fb59_1730014867.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/4d4329884c16ddc933d8af87bf82ba16ac5cfb65_1730014864.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'ساینا تیبا 2 تیبا کوییک', 'سیستم برقی خودرو': 'زیمنس', 'مقاومت الکتریکی': '40000الی60000', 'تعداد در بسته\u200cبندی': '4 عددی'}"
وایر شمع تقویتی سالیک مدل PT4A21 مناسب برای پژو پارس مجموعه 4 عددی,249000,واير شمع تقويتی با هسته 32 رشته ای و روکش ضد نويز و گيره های اتصال با کيفيت و روکش آن از سيلیکون خالص ميباشند. این محصول دارای کارکرد و دوام بالاست. سيم آن دارای مقاومت پايين با هسته خاص تقويتی ميباشد. تشخيص خرابی وايرشمع سيمی تشخيص خرابی واير سيمی راحت و آسان ميباشد. با موتور روشن به ترتيب واير ها را از جاي خود خارج و به بدنه سيلندر نزديک نماييد. اگر جرقه را تخليه کرد واير سالم است. اما اگر اثری از جرقه نبود واير قطع ميباشد. البته اين تست قطعی واير است پس برای تشخيص نشتی جريان در واير و به اصطلاح عاميانه برق دزدی آن از دستمال خيس استفاده ميشود و در جايی تاريک با موتور خاموش در زير واير ها يک دستمال خيس قرار دهيد و با روشن کردن خودرو اگر واير نشتی داشته باشد شما به راحتی تخليه ان روی دستمال را خواهيد ديد.,"https://dkstatics-public.digikala.com/digikala-products/9c6861d2da0d64d1eeef7b4c5913dc31504a5820_1723586092.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/4bdf16c774ea5214fb480531b595d4e8c238ba3f_1723586136.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/bf234512ccc27f5446cc7372cda5ba243e71b9d7_1723586164.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/217c71ff7f011e747595c3412a130f4cb671f307_1723586208.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/21c02fc2b44f8f4cc6349d9b2b516424bf58c3e7_1723586212.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو پارس پژو 405 سمند سمند LX', 'سیستم برقی خودرو': 'مشترک', 'تعداد در بسته\u200cبندی': '4'}"
وایر شمع تقویتی مدل Gatino.TU5.TU5P مناسب برای پژو ۲۰۶ TU5,255000,,"https://dkstatics-public.digikala.com/digikala-products/f43d178cd6bf1a3a4497ab6aba410a474d04c622_1743598737.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/364b046b51c14ccc8ccaec07b781806de6255710_1743598736.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/a909b721e809c8f7468f518b9c6b4d5a51cbd0f0_1743598736.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/232c63e799b28166d2d0daecd80b5b9ce8f48f50_1743598736.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7aa6e38fda9a0c431ff4f8b4db4de22f80077723_1743598737.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7a405ba50ee7f3ddad08c7c0c6f8962b53fdb5b2_1743598737.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'دوگانه سوز بنزینی', 'ولتاژ دستگاه': '12', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'پژو 206 پژو 207 رانا پلاس پژو پارس پژو 405 دانگ فنگ HC Cross', 'توضیحات مدل خودرو': 'مناسب برای انواع خودرو با موتور TU5 و دریچه گاز برقی مانند پژو ۲۰۶ ، پژو ۲۰۷ ، رانا پلاس ، پژو ۴۰۵ اس ال ایکس ، پژو پارس ال ایکس و دانگ فنگ اچ ۳۰ کراس'}"
وایر شمع تقویتی ماتیاس کد 2601 مناسب برای پژو XU7P بسته 4 عددی,657000,بهبود عملکرد و کارایی موتور وايرشمع تقويتي برای خودروی پژو XU7P یکی از اقدامات مهم برای بهبود عملکرد و کارایی موتور این خودروهاست. این وايرها با بهبود احتراق و بهبود کارایی سوخت، عملکرد موتور را بهبود می‌بخشند و توان و قدرت خودرو را افزایش می‌دهند. استفاده از وايرهای تقويتي برای خودروی پژو XU7P به شما امکان می‌دهد تا عملکرد بهتری از خودرو خودتان به دست آورید. این وايرها با افزایش توان موتور و بهبود کارایی احتراق، به شما تجربه رانندگیی دلپذیر و لذت‌بخش را ارائه می‌دهند. با استفاده از وايرشمع تقويتي برای خودروی پژو XU7P ، می‌توانید از کارایی بهتر و عملکرد بهتری از موتور خودرو خود لذت ببرید. این وايرها با بهبود عملکرد احتراق و کاهش مصرف سوخت، به شما تجربه رانندگیی اقتصادی و موثر را ارائه می‌دهند. همچنین، با استفاده از وايرشمع تقويتي برای خودروی پژو XU7P ، می‌توانید عملکرد و پایداری موتور خودروتان را بهبود بخشید. این وايرها با بهبود توان و عملکرد موتور، به شما رانندگی ایمن و لذت‌بخش را ارائه می‌دهند. با استفاده از وايرشمع تقويتي برای خودروی پژو XU7P ، می‌توانید تجربه رانندگیی متفاوت و لذت‌بخشی را تجربه کنید. این وايرها با بهبود عملکرد موتور، به شما امکان می‌دهند تا لذت بیشتری از رانندگی با خودرو خودتان ببرید.,"https://dkstatics-public.digikala.com/digikala-products/cb313d2eb38c9b479e85a434fdfeeff228074461_1738659912.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/954c8f6de20816d5bfdb8c475e7a6ee71860a90d_1738659904.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3c155f60be3d9ae1c7cdac9cd7500221c87f05d2_1738659911.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/cb313d2eb38c9b479e85a434fdfeeff228074461_1738659912.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'دوگانه سوز بنزینی', 'شماره فنی': '2601', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'وانت آریسان 2', 'توضیحات مدل خودرو': 'مناسب برای خودرو های با موتور XU7P ، XUP'}"
وایر شمع والئو مدل PEY-001 مناسب برای پیکان بسته 4 عددی,250000,,"https://dkstatics-public.digikala.com/digikala-products/3b2268d313b6707a4dacbe7a2413990e21568df9_1599505361.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/a4deba4446c639d20e0b5dcf42b64194d848dca2_1598875033.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/def9f27cf3236cf374219773c56d442835a38c03_1598875035.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/f26cc885aa980191fa5073a5af99ae7e28009c3e_1598875037.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3b2268d313b6707a4dacbe7a2413990e21568df9_1599505361.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پیکان', 'کشور سازنده': 'فرانسه', 'تعداد در بسته\u200cبندی': '4', 'سایر توضیحات': 'مناسب برا پیکان انژکتور'}"
وایر شمع خودرو والئو کد 2527354 مناسب برای رانا بسته 4 عددی,140000,وایرهای شمع خودرو معمولا از جنسی مقاوم و با دوام ساخته می شوند. چون قطعه متحرکی نیستند خورده نمی شوند. و اگر در نگهداری و بازدید از آنها دقت کافی را داشته باشید کمتر دردسرساز می شوند. اما در صورتیکه موتور خودرو خوب کار نکرد یا روشن نشد و شک کردید ممکن است مشکل از وایر شمع خودروی شما است بررسی آن کار ساده ای است. تنها مشکلی که برای وایر شمع ممکن است پیش آید این است که عایق آن صدمه ببیند و الکتریسته از مسیری که نباید جریان پیدا کند. جریان الکتریسیته باید به شمع برسد و عایق لاستیکی وایر شمع و وظیفه دارد از نشت آن به مسیری غیر از شمع ها جلوگیری کند. برای اینکه در سر شمع ها جرقه داشته باشیم باید این ولتاژ آنقدر بالا باشد که جرقه مسیر خود را از فاصله هوایی ببندد و این ولتاژ بالا سبب جریان های خزشی در عایق های صدمه دیده می شود و به مرور مسیر جریان خزشی می سوزد و یک مسیر کربنی ایجاد می شود و رسانایی مسیر نشتی بیشتر می شود و عملاً جریان فقط از این مسیر می گذرد، چون ولتاژ سر شمع ها به دلیل این اتصالی ناخواسته عایق افت می کند و به حداقل مقدار تشکیل جرقه نمی رسد. در این هنگام است که موتور بد کار می کند یا خاموش می شود چون جرقه تشکیل نمی شود و انفجاری در داخل سیلندر نداریم یا سوخت به خوبی نمی سوزد. یک وایر معیوب نه تنها ممکن است سبب بد کار کردن موتور شود بلکه سبب افزایش مصرف سوخت خودروی شما هم خواهد شد. یا ممکن است بنزین نسوخته وارد مسیر اگزوز شود و کاتالیست های گرانقیمت شما را خراب کند. و همچنین بسیار اتفاق افتاده است که نشتی بنزین و جریان الکتریسیته در موتور به صورت همزمان وجود داشته است و سبب آتش گرفتن خودرو شده است! ممکن است برای شما هم اتفاق بیفتد پس بهتر است این بازدید ها را جدی بگیرید.,"https://dkstatics-public.digikala.com/digikala-products/e5d4eba3766b7cd6b85a0e4f992218f3d3b90dce_1622538215.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/2a01fc46eeda835569f2d8a3c147330489ee9957_1622529331.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/c623207171079cace8d064b1632e98b29ab72baf_1622529344.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'ویژگی\u200cهای وایر شمع': 'روکش الیافی', 'مناسب برای خودرو': 'رانا', 'سیستم برقی خودرو': 'مشترک', 'مقاومت الکتریکی': '5.4 اهم بر متر', 'مقاومت دمایی': '60 تا 200 درجه سانتی گراد درجه سانتی\u200cگراد'}"
وایر شمع تقویتی مدل 2023 مناسب برای پراید زیمنس بسته 4 عددی,189000,این وایرها با جنس سیلیکونی، دارای مقاومت گرمایی بسیار بالا هست که باعث زیاد بودن طول عمر وایر نسبت به نمونه های فابریک و معمولی میشود و وایرهای تقویتی بر خلاف وایرهای استاندارد و حتی معروف موجود در بازار دارای اهمپایین تر و نویزگیری شده هست. این کار باعث افزایش راندمان و نرم کار کردن خودرو میشود.(طول عمر مفید این وایرها 120هزار کیلومتر میباشد.),"https://dkstatics-public.digikala.com/digikala-products/43b3e4bebfbffccb574bd98039e448a7cf3b15cf_1696757274.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/56729f6f0f898cc3b2acd4821660b881e32966e5_1696757274.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شناسه کالا': '2905697600220', 'شماره فنی': '10051', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'پراید', 'سیستم برقی خودرو': 'زیمنس'}"
وایر شمع ایساکو کد 2320101299 مناسب برای پژو 405 بسته 4 عددی,356830,,"https://dkstatics-public.digikala.com/digikala-products/10e726d44dc10e9d40f42fcc777a0f19f3fb28ee_1702807186.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/6ac229ab2c7eed365c1b27e3444d199299db9535_1702807190.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/10e726d44dc10e9d40f42fcc777a0f19f3fb28ee_1702807186.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 405 پژو پارس سمند سمند LX', 'توضیحات مدل خودرو': 'مناسب برای انواع خودرو با موتور XU7 و XU7+', 'سیستم برقی خودرو': 'Valeo', 'کشور سازنده': 'ایران', 'تعداد در بسته\u200cبندی': '4'}"
وایر شمع تقویتی سانکوه مدل EURO 4 بسته 4 عددی,350000,این وایر با هسته 5 رشته ای و روکش ضد نویز میباشد گیره های برنجی اتصال با کیفیت و روکش آن از سیلیکون خالص میباشد این وایر دارای کارکرد و دوام بالاست سیم آن دارای مقاومت پایین با هسته خاص تقویتی میباشد,"https://dkstatics-public.digikala.com/digikala-products/90eaebd09d64383cf15b733c015fabde6f010990_1629014053.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/3e0b42db265530a57ad245633648ec11281e89a1_1628962634.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3c1b3a491975a010f7f23f0a571582e66bc37081_1628962635.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/3c741aa65bc54cbbc7bfd73c81ac31159c6986d8_1628962639.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/777a493622b3fab37c4a2ef9ed1a90092da862df_1629014054.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'نوع وایر شمع': 'دوگانه سوز', 'شماره فنی': 'EURO 4', 'ولتاژ دستگاه': '50000', 'ویژگی\u200cهای وایر شمع': 'روکش الیافی', 'مناسب برای خودرو': 'پراید تیبا ساینا'}"
وایر شمع ایساکو کد 1140500698 مدل TU5 مناسب برای 206 بسته چهارعددی,220000,,"https://dkstatics-public.digikala.com/digikala-products/1badf3d8cde4de5c4738398d2285a403c800e4fb_1729798507.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/0ab43fc41f6a585f184051379aa18e7c72980205_1729798507.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'مناسب برای خودرو': 'پژو 206 پژو 405 پژو پارس', 'سیستم برقی خودرو': 'مشترک', 'تعداد در بسته\u200cبندی': '4', 'سایر توضیحات': 'مناسب برای تیپ پنج قدیم'}"
وایر شمع خودرو ان جی کی کد NGK12 مناسب برای پراید زیمنس دوگانه سوز بسته 4 عددی,319000,,"https://dkstatics-public.digikala.com/digikala-products/03981d86b79302f16d914f852be3c47bba373238_1729332102.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/48aa9a77c6cc47f750522b40c2605fc095939388_1729332102.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/b73cf35e94ff552ce8082d075e181f88f18b1288_1729332106.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شماره فنی': 'NGK12', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'پراید', 'سیستم برقی خودرو': 'زیمنس', 'تعداد در بسته\u200cبندی': '4'}"
وایر شمع خودرو بوش مدل 011 مناسب برای سمند LX بسته 4 عددی,270000,وایرهای شمع خودرو معمولا از جنسی مقاوم و با دوام ساخته می شوند. چون قطعه متحرکی نیستند خورده نمی شوند. و اگر در نگهداری و بازدید از آنها دقت کافی را داشته باشید کمتر دردسرساز می شوند. اما در صورتیکه موتور خودرو خوب کار نکرد یا روشن نشد و شک کردید ممکن است مشکل از وایر شمع خودروی شما است بررسی آن کار ساده ای است. تنها مشکلی که برای وایر شمع ممکن است پیش آید این است که عایق آن صدمه ببیند و الکتریسته از مسیری که نباید جریان پیدا کند. جریان الکتریسیته باید به شمع برسد و عایق لاستیکی وایر شمع و وظیفه دارد از نشت آن به مسیری غیر از شمع ها جلوگیری کند. تعویض بوت وایر شمع (با سیم) بسیار راحت و ساده میباشد،کافیست به ترتیب سیلندر از راست یا چپ ،کویل ها باز کرده ،وایر های کهنه را از سر کویل جدا نمایید،وایر جدید را مطابق همان الگو متصل نمایید،دقت داشته باشید موتور سرد باشد، تعویض “عدد به عدد” وایر از خطای جابجایی وایر ها جلوگیری میکند.,"https://dkstatics-public.digikala.com/digikala-products/86df2f7f5309f43011f4b0b0b01579271d06161e_1614115118.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/5d96845522e5ec029a6a72c6db97d16f2533fc2a_1614115120.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/33886a66591c13467500376e3e28c678150ad096_1614115121.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'ولتاژ دستگاه': '40000 تا 60000', 'ویژگی\u200cهای وایر شمع': 'روکش الیافی', 'مناسب برای خودرو': 'کیا سراتو 1600', 'توضیحات مدل خودرو': 'سمند LX', 'سیستم برقی خودرو': 'مشترک'}"
وایر شمع خودرو ان جی کی کد NGK15 مناسب برای تیبا بسته 4 عددی,298800,,"https://dkstatics-public.digikala.com/digikala-products/841cc49d99bb23616e2d04562d4e5a97ddc15d9d_1729331095.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/48aa9a77c6cc47f750522b40c2605fc095939388_1729331096.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/0eb492c5de3dc86c2ba02899dd059f8edc0d246d_1729331100.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']","{'شماره فنی': 'NGK15', 'ویژگی\u200cهای وایر شمع': 'روکش سیلیکونی', 'مناسب برای خودرو': 'کوییک پراید تیبا تیبا 2 ساینا', 'سیستم برقی خودرو': 'انژکتور', 'تعداد در بسته\u200cبندی': 'NGK15'}"
